acute_SC,acute_CM,imm_tol_SC,imm_tol_CM,carrier_SC,carrier_CM,imm_react_SC,imm_react_T,chronic_SC,chronic_CM,chronic_T,CC_SC,CC_T,DCC_SC,DCC_T,HCC,no_infection,HBV_death,death,Age
0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0.8494425,0.0943825,0,0,0,0,0,0,0,0,0,0,0,0,0.0496750000000001,0,0.0065,41
0,0,0.75699724800375,0.084392112375,0,0,0.084392112375,0.009376901375,0,0,0,0,0,0,0,0.00253176337125,0.0493521125,0,0.01295775,42
0,0,0.674612859004878,0.0754592072801063,0.00480842837501566,0,0.153278610876807,0.0177003078805188,0.000419217818222813,0,0,0,0,0,0,0.00405886691603327,0.04903132376875,0.00125765345466844,0.019373524625,43
0,0,0.601194404252948,0.0674718501895071,0.0133316583392262,0,0.208820451099707,0.0250821281225739,0.00126684396228594,2.08246451202182e-05,0,1.58267302913658e-05,0,0,0,0.00502230319549201,0.048760391900159,0.00327389559520797,0.0257394219674822,44
0,0,0.534957209569975,0.0602388678491919,0.0246097746801504,0,0.252526102639053,0.0315746786363925,0.00252894411115346,8.07665304729487e-05,1.85922431633308e-06,5.74855681751137e-05,5.46198788042741e-06,4.28613179058653e-07,0,0.00564315975404628,0.0485025588156828,0.00576538659335106,0.0335073154269806,45
0,0,0.476017764048393,0.0537812612157585,0.0378651465198906,0,0.286326318217916,0.0372977768979412,0.00418005996207232,0.000194979684901897,9.05518636242728e-06,0.000130674455414064,2.54152881019525e-05,1.63950800799692e-06,2.97628991538329e-07,0.00605181958056593,0.0483586673099844,0.00856599068487968,0.041193133810818,46
0,0,0.423572030876598,0.0480159100134292,0.0524449678434581,0,0.311700811392545,0.0423344957953609,0.00618429712839589,0.000375218318530529,2.63905311395692e-05,0.000237913038994995,7.10151063455623e-05,3.85523909267536e-06,1.43076984076303e-06,0.00631779763014248,0.0483474202249819,0.0115713852762932,0.0487950608148524,47
0,0,0.376904558802738,0.0428686044599896,0.0678100897684343,0,0.329936634306901,0.0467589981023302,0.00849937432811332,0.000629823037636256,5.96788983688583e-05,0.000379397377913863,0.000154446354192389,7.1869874962876e-06,4.08220847117032e-06,0.00648228495228799,0.0484808949441891,0.0147118162248151,0.0563121292461232,48
0,0,0.335378722132087,0.0382730900618787,0.0835189281410344,0,0.342151665291824,0.0506374916799425,0.0110793351489918,0.000963878373376406,0.000115432067982072,0.000553654178300946,0.000288095543210622,1.16615167350277e-05,8.99969941278905e-06,0.00657140876044218,0.0487657238751385,0.017937975847288,0.0637439376823557,49
0,0,0.297675949258081,0.0340841003546061,0.098963400092629,0,0.348435005198519,0.053892920278926,0.0138417028658616,0.00137600640604929,0.000200058219809296,0.000756134857805013,0.000482714208612108,1.72006341512328e-05,1.68935001097822e-05,0.00658630960005741,0.0490801035684051,0.0212052233660845,0.0733862775902945,50
0,0,0.264211665556412,0.0303535955707945,0.114029948640069,0,0.350493615091236,0.0566996663460856,0.0167591867490416,0.00186664326262786,0.000320497858992019,0.000984178440376862,0.000749276836945793,2.37364713089563e-05,2.84629764198946e-05,0.00655662498172147,0.0495440053248534,0.0244858290628638,0.0828930668302525,51
0,0,0.234509386432058,0.027031394535571,0.128496802362146,0,0.349079071637244,0.0591078081311818,0.0197848291236211,0.00243238418623058,0.000483366547225926,0.00123373156653283,0.00109708813673762,3.11546942781828e-05,4.43235408679594e-05,0.00649243334509885,0.0501521196107359,0.0277585177270963,0.0922655884233748,52
0,0,0.208146192973446,0.0240728084036528,0.142195386912423,0,0.344836709078144,0.0611619326350991,0.0228743635256796,0.00306798166673874,0.000694907172184818,0.00150054276760478,0.00153398321041345,3.93238015269163e-05,6.49988612437407e-05,0.00640165516456315,0.0508969982141966,0.0310068803042897,0.101505335308795,53
0,0,0.184746710178661,0.021438039523873,0.155001766111333,0,0.338319273085426,0.062901736733972,0.0259868215986267,0.00376673863695155,0.000960829754208296,0.00178034027227186,0.00206622507541033,4.81036355526258e-05,9.09108405962931e-05,0.00629064513095469,0.051769603086446,0.0342182992908603,0.110613957044857,54
0,0,0.163397749843835,0.0190241162734849,0.166239166437966,0,0.328831652881241,0.0641349031167503,0.028982040413551,0.00450488523534595,0.00128163852429246,0.00206164565549072,0.00268892584364648,5.71489629000284e-05,0.000121942837198088,0.00614275435385117,0.0525731460570935,0.0373719781071964,0.122586305456157,55
0,0,0.144515832667381,0.0168820007810905,0.176367796878337,0,0.318015929404845,0.0651127923376814,0.0319083264792597,0.00528428673711411,0.00166345910073697,0.00234577710015392,0.00340954139537106,6.64559490609952e-05,0.000158477495296141,0.00598503496070677,0.0534762401933725,0.0404611590333233,0.134346889486271,56
0,0,0.127815872076004,0.0149810874931397,0.185369021926499,0,0.306224106309011,0.0658657785219693,0.0347371771863294,0.00609559755309549,0.00210909827837815,0.00262905278742243,0.00422853480769194,7.58891918809092e-05,0.000200564118300274,0.00582098669932405,0.0544665593078857,0.0434810969360742,0.145899576806996,57
0,0,0.113045725530645,0.0132942170414122,0.193245059888443,0,0.293751253504074,0.0664207928494854,0.0374443694768822,0.00692941415245626,0.00262049422934255,0.00290815481069382,0.00514493589272151,8.53236152074886e-05,0.000248157378673833,0.00565342784642878,0.0555317660337706,0.0464286603751712,0.157248247374593,58
0,0,0.0999823875797747,0.0117972882025491,0.200014701449102,0,0.280843417521836,0.0668017115498758,0.0400097742838747,0.00777649439730849,0.00319872352202073,0.00318014799749163,0.00615647389497284,9.46459190986326e-05,0.000301126702834884,0.0054846123205743,0.0566597175997978,0.0493020063927927,0.168396770666097,59
