prt_cost,hiv.cases_no_prt,hiv.cases_prt,hiv.cases_reduced,hiv.burden_no_prt,hiv.burden_prt,hiv.burden_reduced,hiv.YLL_no_prt,hiv.YLL_prt,hiv.YLL_reduced,hiv.YLD_no_prt,hiv.YLD_prt,hiv.YLD_reduced,hiv.DALY_no_prt,hiv.DALY_prt,hiv.DALY_reduced,sep.cases_no_prt,sep.cases_prt,sep.cases_reduced,sep.burden_no_prt,sep.burden_prt,sep.burden_reduced,sep.YLL_no_prt,sep.YLL_prt,sep.YLL_reduced,sep.YLD_no_prt,sep.YLD_prt,sep.YLD_reduced,sep.DALY_no_prt,sep.DALY_prt,sep.DALY_reduced,hcv.cases_no_prt,hcv.cases_prt,hcv.cases_reduced,hcv.burden_no_prt,hcv.burden_prt,hcv.burden_reduced,hcv.YLL_no_prt,hcv.YLL_prt,hcv.YLL_reduced,hcv.YLD_no_prt,hcv.YLD_prt,hcv.YLD_reduced,hcv.DALY_no_prt,hcv.DALY_prt,hcv.DALY_reduced,hbv.cases_no_prt,hbv.cases_prt,hbv.cases_reduced,hbv.burden_no_prt,hbv.burden_prt,hbv.burden_reduced,hbv.YLL_no_prt,hbv.YLL_prt,hbv.YLL_reduced,hbv.YLD_no_prt,hbv.YLD_prt,hbv.YLD_reduced,hbv.DALY_no_prt,hbv.DALY_prt,hbv.DALY_reduced,syp.cases_no_prt,syp.cases_prt,syp.cases_reduced,syp.burden_no_prt,syp.burden_prt,syp.burden_reduced,syp.YLL_no_prt,syp.YLL_prt,syp.YLL_reduced,syp.YLD_no_prt,syp.YLD_prt,syp.YLD_reduced,syp.DALY_no_prt,syp.DALY_prt,syp.DALY_reduced,mal.cases_no_prt,mal.cases_prt,mal.cases_reduced,mal.burden_no_prt,mal.burden_prt,mal.burden_reduced,mal.YLL_no_prt,mal.YLL_prt,mal.YLL_reduced,mal.YLD_no_prt,mal.YLD_prt,mal.YLD_reduced,mal.DALY_no_prt,mal.DALY_prt,mal.DALY_reduced,ftr.cases_no_prt,ftr.cases_prt,ftr.cases_reduced,ftr.burden_no_prt,ftr.burden_prt,ftr.burden_reduced,ftr.YLL_no_prt,ftr.YLL_prt,ftr.YLL_reduced,ftr.YLD_no_prt,ftr.YLD_prt,ftr.YLD_reduced,ftr.DALY_no_prt,ftr.DALY_prt,ftr.DALY_reduced,all_ae.cases_no_prt,all_ae.cases_prt,all_ae.cases_reduced,all_ae.burden_no_prt,all_ae.burden_prt,all_ae.burden_reduced,net_savings,all_ae.YLL_no_prt,all_ae.YLL_prt,all_ae.YLL_reduced,all_ae.YLD_no_prt,all_ae.YLD_prt,all_ae.YLD_reduced,all_ae.DALY_no_prt,all_ae.DALY_prt,all_ae.DALY_reduced,nmb
8037191.3,176.4783832,17.64783832,158.83054488,177648.399289306,17764.8399289306,159883.559360375,299.18775934148,29.918775934148,269.268983407332,221.318697889046,22.1318697889046,199.186828100141,520.506457230526,52.0506457230526,468.455811507474,10102.8107029877,404.112428119508,9698.69827486819,6741463.33452899,269658.53338116,6471804.80114783,36958.8915894632,1478.35566357853,35480.5359258846,105.484902461793,4.21939609847173,101.265506363321,37064.376491925,1482.575059677,35581.801432248,865.593,86.5593,779.0337,1299250.34148231,129925.034148231,1169325.30733408,71.3456446725079,7.13456446725078,64.2110802052571,910.334143098534,91.0334143098534,819.30072878868,981.679787771041,98.1679787771041,883.511808993937,693.11558,69.311558,623.804022,544971.455453223,54497.1455453223,490474.309907901,583.279832228023,58.3279832228023,524.951849005221,296.994220474977,29.6994220474977,267.294798427479,880.274052703,88.0274052703,792.2466474327,58.475616,2.9237808,55.5518352,151.63195033728,7.581597516864,144.050352820416,0,0,0,1.60566031177644,0.0802830155888219,1.52537729618762,1.60566031177644,0.0802830155888219,1.52537729618762,7413.64375,1224.58601750909,6189.05773249092,202921.80853875,33518.6337196482,169403.174819102,900.569209956358,148.756063752289,751.813146204069,8.61056593091137,1.42229367871017,7.1882722522012,909.179775887269,150.178357430999,759.00141845627,5811.67726461401,3874.45150974267,1937.22575487134,474430.4618195,316286.974546334,158143.487273167,0,0,0,10.5500571564798,7.0333714376532,3.5166857188266,10.5500571564798,7.0333714376532,3.5166857188266,25121.7942968017,5679.59243249127,19442.2018643104,9440837.43306242,821658.742867142,8619178.69019528,581987.39019528,38813.2740356615,1722.49305095502,37090.7809847065,1554.89824732352,155.62005037668,1399.27819694684,40368.1722829851,1878.1131013317,38490.0591816534,85337097.708196
