YLD.sep,YLD.mal,YLD.ftr,YLD.syp,YLD.hiv,YLD.hbv,YLD.hcv,YLL.sep,YLL.mal,YLL.ftr,YLL.syp,YLL.hiv,YLL.hbv,YLL.hcv
0.00942091373031352,0.00100474403681144,0.00177109378418337,0.0257104865650653,1.46753710082968,0.352662619010492,0.936083552119278,3.35802510717024,0.084623462490824,0,0,1.3125896315002,0.856286438339816,0.0703559932234945
0.00989698328016651,0.00114969146972053,0.0011784257751513,0.0262789990460433,1.21505405561045,0.460261965459179,1.08399847329907,3.19728944260077,0.0728969797689109,0,0,2.44243539343328,0.861955825278458,0.0736826327036213
0.0107907290663371,0.0013781226402866,0.00181085566483389,0.0396157432801905,1.29887813312866,0.503447348308231,1.20517792064766,4.76377817829073,0.119270983899518,0,0,1.32797008817485,0.815494180236675,0.0763258624426129
0.0116526546450066,0.00112880338562385,0.00248649415412676,0.0390849971843883,1.08277479311481,0.334448622189087,0.847465420395221,4.11318955711684,0.143244927890345,0,0,2.25001910266128,0.865542330405628,0.0700967548070813
0.0114637558917078,0.00123108141319539,0.000853151011801806,0.0290882781547359,1.10108300913625,0.450598615012131,1.10100154498565,2.97221307031898,0.163490116386033,0,0,1.86464998713977,0.781264466931977,0.0981038645308386
0.00982064459190907,0.00135608264915945,0.00217265551822267,0.0278237902012056,1.34463870296807,0.451557843655144,0.808725106807201,3.35638374650511,0.0842916778538209,0,0,1.34725843795569,0.812659758300569,0.0735183287556339
0.00891359131820504,0.00123689571160887,0.00215695749841445,0.0402248092714143,1.07932121146411,0.456105110598039,1.11148545477526,5.15063545379834,0.17731504909523,0,0,1.59043898545166,0.893382451158617,0.100212852706528
0.0112215330775558,0.00150266508637683,0.0019344537150043,0.0212220617508653,1.1437625872516,0.420786924889947,1.03994961749949,4.00030680547851,0.122961797650657,0,0,1.96079706959889,0.839638904375025,0.134692589388123
0.0136937395569502,0.0016270061357132,0.00177740332304464,0.0238507681509763,1.42334420812361,0.463429130097753,1.00461138826595,3.45548091030819,0.148232389163126,0,0,2.01347659334243,0.737138877647882,0.082376022488385
0.00933768109647402,0.00117759399676046,0.00142919736262428,0.0203086260896867,1.12670824757503,0.438248986676016,0.899351566826608,3.54026096910639,0.198147037937412,0,0,1.87840889189772,0.888690038722079,0.0982923259467696
0.0105743901546561,0.00117150576314438,0.00223892326717379,0.0224863618753375,0.930302301418611,0.396158510474334,1.19531039391922,4.23039668224336,0.0584487183611823,0,0,2.13546474089928,0.811473727861989,0.100932357820918
0.00917405195883604,0.00118916818631719,0.0025907641030167,0.0247721199414492,1.19860978344456,0.456279637303913,1.01748674234555,3.11921526579715,0.0959412980280073,0,0,1.66457453537371,0.915267034648018,0.0639710580523313
0.0114876974684087,0.000984836923086622,0.00250318725785677,0.0239517433450671,1.35885438423015,0.419831370064286,1.21635659685825,4.1763485213254,0.0551726973373497,0,0,1.71928535501472,0.898057161345136,0.0715910989954244
0.00889848241734226,0.00110670142338109,0.0016197248460291,0.0195794118977334,1.0321686890358,0.452626654849354,1.46629438742397,3.11667426497673,0.146633643339797,0,0,2.06970922880957,0.891623625881331,0.074520253352249
0.0105718700311811,0.000747678082603876,0.00176275405798756,0.0200700544165944,1.01804760014754,0.438369177192946,1.23566550988575,3.90430527272245,0.215242670615095,0,0,3.32043337458866,0.887909710117003,0.0872999459414289
0.00929538693114493,0.0011700127143776,0.00130771724798203,0.027046046115336,1.07308740898442,0.440817531862322,1.00953420930446,3.48697771255639,0.171166059067069,0,0,2.49247840982995,0.847038533890595,0.0984329243143488
0.0110097200369683,0.00118089699771689,0.00178526812071213,0.0202380625152298,1.29104160077215,0.357418227595826,0.756729313249399,2.63584382518865,0.205527655004704,0,0,1.27453308619116,0.943965769875153,0.0741345660037969
0.0101311891645104,0.000685549720667135,0.00178114732981733,0.0268133003644448,1.40089139001577,0.498436763249118,0.923301856061425,4.49771697663365,0.110429110818104,0,0,1.70474178055858,0.844929036784567,0.0905359928142996
0.0107371947911922,0.00100947545927329,0.00191138141217197,0.02217633919951,1.06625938860361,0.445893148340284,1.07002670045257,3.54919659640186,0.125578181739012,0,0,2.57562078921804,0.883524269805437,0.0773704053842125
0.0103114481083563,0.000914874712008283,0.0018260929031296,0.0228485203843431,1.15853727207758,0.34564380603897,1.19875276016069,4.10196800101411,0.117657062680437,0,0,1.74422547503231,0.872518595109755,0.123443002743052
0.011385406362184,0.00125861140663448,0.00127417095664341,0.0300536565808623,1.09659339889773,0.449724380151775,1.13681827751694,4.26276542178895,0.0493933772486262,0,0,2.09332870744127,0.832498561667648,0.111325235423771
0.0117631325937154,0.00164002080409683,0.00178930057341717,0.0452168343791607,1.3232306360517,0.418643957696276,0.949209807373215,4.98266483095302,0.110517391342048,0,0,2.98426867351756,0.898521368714256,0.0534670416733604
0.0116784903856674,0.000889300422954965,0.00146294538957895,0.0257561947092645,1.13778383481118,0.451689915654591,1.12009548083463,3.74236623758902,0.097066303805663,0,0,1.62852129398538,0.890755727026715,0.0998915010318266
0.010509625316116,0.00119126013654495,0.00251735963749189,0.0257230120456238,1.49831676721329,0.485326131383952,0.72487059708457,2.72553985284069,0.119419341479222,0,0,1.21054543506266,0.89045409432841,0.0430522436759265
0.0121701129791132,0.00150583111816538,0.00141240077498476,0.0252299159269336,1.34546959054314,0.474447804264339,1.18909255758381,3.30402866516683,0.134923632974507,0,0,1.52670303406535,0.85491712393219,0.134412584102849
0.010708911783904,0.0017116957531556,0.00273573713019062,0.0200004110498531,1.42934843814206,0.342813065598562,0.933459356490799,4.26102444586618,0.0273770018713422,0,0,1.06844276389438,0.821739044534621,0.076527941181446
0.00982498233843811,0.00121114231305874,0.00173445373568813,0.0330960372013876,0.981630393293951,0.416452501466081,1.10755652266816,4.72397067814061,0.0886854145962396,0,0,2.52726554804044,0.82494408473019,0.0860446985374258
0.00972525900556245,0.00145583641876773,0.00325783761235074,0.0415768791691344,1.45124041112567,0.450474951771615,1.00105328984214,5.34466352326446,0.11749625478672,0,0,1.92685509214125,0.818500931490975,0.101673640036764
0.0114617654404094,0.00119739474920923,0.00178488071783745,0.028489054348631,1.27065838334611,0.484851632881168,1.01034081803226,4.62287641715883,0.125330798078004,0,0,1.68749342564937,0.825446593597471,0.0857568456973983
0.0093681006842931,0.00156241996298124,0.00139833883867007,0.0211543396582248,1.05678410523075,0.406139442424419,1.18818798235874,2.71714547956235,0.215298639680366,0,0,1.50179705929648,0.788116869458175,0.087301576198239
0.0110994850592997,0.00114537765298374,0.00243034817285017,0.03149309435113,0.951163144610076,0.449686094649308,1.08696933269185,3.16807758152383,0.148296719252068,0,0,1.97009387317841,0.75242038906499,0.0756797786480114
0.00926943611366611,0.00220355809919479,0.00146037115510093,0.0335617337569928,1.2300820217525,0.412588665333154,1.35973064581916,4.39566240286453,0.174732316731572,0,0,2.74462257138851,0.951458684157691,0.0907842751756979
0.00709716622524164,0.00113362180203331,0.00210565696432091,0.023163902607356,1.26923139170973,0.467715222852425,0.785440243127616,3.65043646039107,0.142424046527124,0,0,1.57139610316709,0.881732300620912,0.0659280072551993
0.0080239192988287,0.001117722667221,0.00214101580360572,0.0241430506772927,1.35901074363288,0.353834737309346,0.958756899629299,2.76024101504123,0.07953386647621,0,0,2.2617816378566,0.812243802064475,0.0928726749028067
0.010982405389083,0.00130617716175651,0.00207364219173286,0.0392572838307345,1.00036177293603,0.346498215664335,1.479340919413,4.27717550039984,0.101059009844131,0,0,2.06775387094888,0.822475097808261,0.171436291788295
0.00916101175726234,0.00151724930031866,0.00161098306090333,0.0315160859684615,1.27891709977473,0.418519526434531,1.24758778185599,4.51971422500218,0.151355756101673,0,0,1.64750582786145,0.861879781859098,0.0804429663299962
0.0109445511507787,0.00113694793973873,0.00136805105034478,0.0320981964711392,1.06525016292239,0.354837370650151,0.772378981327349,3.37230039942346,0.0436499511527423,0,0,2.45513455470204,0.819511135157516,0.070228242549411
0.00905601293840781,0.00118636354851495,0.00140607658004532,0.0259935510167488,1.00871124149419,0.457235720135429,1.0497252459912,4.01026199040875,0.103595143423295,0,0,1.74680761326327,0.794924196654464,0.088808383676482
0.0108943892795847,0.000675020718313528,0.00183771891801215,0.0317596399880591,1.53953522932815,0.480357796920623,1.39908596131968,3.80279731461913,0.132611278964201,0,0,1.4749695725719,0.784947967034696,0.099861652771165
