sep,syp,mal,ftr,hiv,hbv,hcv
698.45529478849,2.02859831023582,23.8731771478991,89.9975132601862,1143.76592507417,734.887811689643,1243.00702198342
518.34576446389,2.77916948374887,29.0959864273116,60.5432848695984,1140.79151611959,834.828099035201,1451.63941433765
608.928818988392,3.76096068998579,26.1152406103617,71.4782870658762,1076.33654085351,762.978808378762,1665.53730752511
794.809915081253,2.74218156111065,29.9587685285587,98.8134573495517,1079.09066936009,822.192395725782,1252.32882462912
804.062374021139,2.35130450202383,29.0028348343324,103.114234672762,1137.06691385977,955.613447398659,1508.57266086575
671.833308256804,4.31436760780086,28.8677158745627,55.2937853553907,1016.38625167492,887.776933746091,1510.62675859668
646.725158787789,3.57524966517959,20.3562668191621,78.9534524153202,996.01133992657,640.662248806773,1246.17989527422
659.950515587953,3.31743785637041,27.3245453211373,67.6299101573035,1041.06851540732,839.221850151909,1451.73023666956
714.247864647387,2.01815713755305,29.5431976509033,83.2754114012847,1051.82196469059,948.26451183148,2150.95847976225
677.044961375523,1.29795385863679,33.8487087653223,87.2507673561632,1027.23862772172,922.500101765498,1526.63657935902
564.224910814581,2.93209512435708,27.4856407864623,82.0710707768884,1080.43543007413,763.616942638205,1510.62328498955
537.827183287747,2.0120264643233,23.5104314758659,99.4416796613682,1000.22150943783,639.724730268879,1170.16169105564
641.475127840391,2.38334478776549,19.8020514303103,86.1268460357268,945.761761065599,765.283285078029,1059.8099899575
639.884688429912,3.24232478826708,30.4348479024854,80.1294144218083,1051.77003872163,799.176442305905,1070.10208862017
575.865159970431,1.7916366709882,28.9544624708368,60.9781411353574,1072.08291842121,709.707554738006,1258.87751527982
613.226209565789,2.99151530083584,24.7341299366563,80.1402726880549,1087.05376880855,799.263477920047,1692.02205450734
676.617894416074,2.11516004449758,25.6026380728993,110.518751365032,1063.73798008825,851.595561712409,1389.79274897011
719.063001252747,1.23199559710846,21.0205504170742,71.7503728123578,1075.18310605554,876.972810624469,2301.3401124297
919.37135398209,2.22650480641424,23.5698611299934,68.0542956627046,1174.51652271885,810.111050555119,1213.68575793209
643.586938723473,1.3854767869899,26.9035666203945,99.3885753515291,1032.55214785009,639.621337102831,1250.69146716358
660.469891702469,3.37573859507522,23.1562793609252,72.2939690401871,1073.40747144414,778.873605090265,1661.80150464643
666.249613175234,2.32139132315827,28.7078506595426,71.8763900355437,1235.38540824043,562.442503451214,1224.31177651939
684.084160237986,3.04040829317066,23.6454618590536,61.3715157231344,1020.33959931292,807.237043422882,1593.81283105572
723.063357517063,2.79630358590355,28.9963818429369,54.1157765612277,1143.08039926659,692.452123928407,1856.20186283343
625.213082854896,3.33000328221526,28.2763663962429,80.4490147733196,1101.9366857994,721.263657509001,1438.17395665515
608.15944524013,2.8686790904961,30.5978725840913,64.6168168289962,1021.81519234653,943.374418773061,1190.2930867975
814.167620584241,3.10723659928842,20.9605735396483,90.2269005698279,1030.29639369578,811.241769985894,1570.28642650045
811.44949370911,3.0173346057218,25.8746402211967,89.6711852898958,1201.9240534403,978.549561160936,1974.67635855238
696.583652462126,2.83403491273183,25.4134379557264,73.3113956039778,1066.15362519871,852.692565063735,1664.35682899701
763.240289453157,2.11520640834785,31.2519533553087,125.133372236302,1167.56454572275,868.491974564449,1780.57395694385
586.991745607183,1.46066331435856,19.7985924605323,66.3807916923856,987.738667511651,635.907489912217,1621.61576805717
649.680687837475,5.0688608172659,27.9540694006096,64.7748056356471,1176.68286090142,778.77287946352,1004.8288186712
656.366863091483,2.34102940286038,30.578442860726,60.1145669792128,1046.28938218829,811.400722202476,1148.73809996733
635.659987987332,1.59049912106153,29.7854665213793,85.6277455510608,933.794472267076,792.609602866012,1685.89594165604
675.218201618375,1.831663040247,24.427410019549,72.2704827734412,986.531733807143,818.940053769986,1298.46896063084
663.980097043871,1.79948167037742,30.2332471936964,87.0796530399724,1098.9255790148,770.936897676026,1210.50479294022
730.204065796142,2.6368878634411,28.4126279484941,62.2024001369367,1095.65419623585,981.197273650485,1942.00124725621
601.135509815125,3.46257432970597,29.5709981464335,94.9651160654843,1061.73581209134,668.827300844064,1816.9648258609
560.522650921544,2.15754604000483,22.1785596597131,82.8525062953561,991.309519029131,689.482000237672,1741.94730369497
575.594723060857,2.0041518791791,25.1052652071903,80.1474477134646,1088.04009260278,947.520190440015,1141.68361719038
600.384635909273,1.75419853944898,29.0538337645875,77.4906089273894,1146.18146153021,776.706320995525,1674.35174069948
675.110032099817,2.24000249887562,28.6618804884372,88.8902699466074,1115.62709886137,883.647385873416,1404.06523118137
683.77767725094,2.76365789213023,29.7969640473049,77.4751913176244,1071.34972831033,654.046026507772,1587.95856239919
787.936717763386,2.43889439451762,22.7496279680166,71.0542243365482,955.176621541142,722.12371489635,1786.43417580616
544.464865019884,1.9540456605993,24.2654639258283,72.3072256687103,940.452895336138,611.215439296102,1700.77784113627
574.525459180963,2.16129353111308,25.2459925678656,68.6634373246734,1220.17986281133,834.615821237608,1047.23304549787
771.068577572201,2.86308737887485,20.9309618936149,104.57923190732,946.127258941255,672.886391191342,1154.84338197924
619.66062547078,4.02367016947137,33.8599310366822,69.4321420537175,933.590418423901,798.98432407384,1526.4406984318
620.351023978756,3.31295939771759,19.1466817577549,70.4281864125268,1102.23659979806,807.587809326726,1566.80523405375
806.939432445118,3.71031064802531,28.9741185394383,74.6355235677018,962.920833515352,1043.64357261416,1966.98300161831
662.351664947829,1.2890992957032,32.8111453888367,104.591925870141,1178.76361478466,703.327985746126,1760.0646002015
678.181739256617,1.93445135012254,35.3337940484896,79.3063874383774,1081.03886850131,750.621922082346,1338.95967198091
582.543268684359,1.71814810427193,21.3984997919216,63.528114155537,952.622329606788,908.811594161869,1770.52001036357
742.316756702961,2.98078157616888,27.9822532070756,76.175831164929,1045.11868395687,718.813590836921,1596.51545408925
729.96239166214,2.17174884882605,23.1251971167254,103.460894776392,1138.37709233296,771.115212785886,1765.11380073084
690.851146621569,1.87126215128688,34.9854383585031,90.1133122059943,1024.00156980069,666.597455919203,1438.90944621791
687.659586118126,2.26221976690725,26.1489859542449,75.1593580046948,1084.49362068433,541.047056358246,911.683466101403
553.899629316324,2.16896058162144,34.8003449257382,83.1239414584575,1040.82996394169,715.34025784395,1099.98056390434
751.747698923063,1.76046328975374,30.3102557659674,101.087189054435,1027.77322579068,728.798314079885,2258.42474365673
545.373275796388,3.36198891432861,25.2586050644945,81.4384716502246,963.419404295112,960.536488722434,1463.8827377226
622.307943949676,2.35709813052904,28.7276179579633,82.1927380046193,1023.21897023285,754.421005060939,1414.83323593896
605.7372296326,2.70739364039338,26.8467169296498,54.7556903143821,1126.37731911224,740.9863042928,1353.15128126213
682.587193148132,1.77360340490403,19.8995469384193,102.231887451353,1061.12579973998,875.810670977346,1053.42701729732
728.569530981979,1.44399374058547,25.7172425342363,76.5183040379,996.65960041572,749.2442853255,1569.02574636
597.924313085159,2.1612944861397,20.2304338684042,88.8442278637504,1097.93964420631,897.743644856282,1215.48898141282
733.916471463617,4.17188148104684,29.224350115652,75.7557326955042,1165.22141556097,633.007579627842,1621.75024369949
665.187562316587,3.07579052417463,25.4670909454606,84.173213494055,948.1653465937,756.412326282681,2080.66623261754
732.940585134498,2.07181289974766,25.1997007285123,81.8064445638459,1041.48277587277,868.11555324936,1478.01398416265
621.719739480494,2.71434417944074,27.1430007887069,82.7455668042737,951.998611200548,924.536316972607,1177.33433809871
604.037016563786,4.59343033611955,26.8044858554701,64.5419591217196,1029.66366574776,750.534761326197,1529.29633714344
906.899752660568,1.60468572791179,27.1341198371682,75.9642880602267,993.793059058022,999.898034793604,1861.45519007083
642.714419102164,1.32888826665896,31.6219845746285,72.9874898134175,1280.67699902138,771.830823384754,1411.88348883955
656.430857787587,3.1265780123141,24.2202641777987,103.591124816437,1133.8374658006,839.545430628166,1036.40474742416
651.325705015773,3.38842703213631,28.1594003796991,58.5495935794041,1057.945288586,762.742682689981,1658.32426759654
821.280626299554,2.57110967787607,29.9063518524071,103.145190911726,1138.03171419433,807.303925995968,1871.24717997157
632.16200042974,4.45553506765014,29.2053981394519,76.0607243068942,1122.43017870439,813.831193117401,1557.64776537165
693.753290697574,3.39124319171409,25.9755848193036,99.5344779824801,950.436597865063,799.71210543532,1726.98496844497
798.15535249502,2.55153506021137,27.267093714396,104.067355830837,1135.77720370886,603.607184454557,1377.30796508391
647.736261392768,2.89428385098583,27.0574495066851,99.561100204396,1094.03936516223,795.280836799977,1163.4309874495
701.808876961121,2.27013421078041,25.7854496316614,73.4132386904874,976.734755218227,797.989974234326,1529.96240043316
554.68982737135,2.96733535119106,21.0566235010117,76.6029326474408,929.850506407982,881.019692207379,1594.97662189421
697.045588796062,1.49425274795813,26.7887741980446,105.452017768182,1189.51059517516,738.639847508753,1609.1026771494
732.645865144457,4.37206088405225,24.9155460727599,65.0694757811251,1164.59592661768,745.134774759476,1266.31854855402
667.933526093454,4.23832839470447,27.7482099402666,110.91115357326,1167.53094636215,692.217039928876,1720.82826622606
738.32559595307,2.76575152056674,30.6935333691394,89.486691141781,1028.62542831464,861.334222405586,1558.06126519958
761.924902026293,3.09025622954087,24.9956655073471,87.2005925875843,1113.53165779345,936.736696921045,1747.24944717346
688.175147108756,4.65078901499278,29.9326226560403,76.4364994357748,1158.34757622975,636.881392840901,1117.54444990372
751.930546613487,1.3661913757555,24.5021153743791,67.671997658705,1145.09343632496,783.681103215962,1529.57972637815
750.705329511385,3.60148851835615,27.1260074242928,87.8868015688426,1119.29668062931,771.213793182534,1487.94674926018
698.869570600819,1.92438445252748,28.5935284282459,82.8236196164102,1122.82003508149,711.435584832808,2013.29772396003
676.931508027239,4.03380820467771,25.4993547767722,90.3010620307512,1049.04552892788,735.028482546705,1360.77275409828
740.934180117395,1.82007184829772,28.0423885307464,83.5326472339233,1076.21787783146,869.382561862812,2020.88506567089
708.27846839202,2.27181054165139,26.0158618033123,89.9073516102277,1061.95057363399,951.847838779581,1262.82399491821
629.410183070868,2.83600444539115,28.6720743462709,86.2987397440687,1085.50153694395,864.673019716897,2077.35176843964
582.525585400086,3.17126690656941,25.130419748496,80.6342210013135,1050.16599328421,592.443812019055,1178.19764696514
647.354489972136,2.0407644294401,24.1973898506761,70.253333998405,1100.41893283557,697.553413291999,1577.72750733885
868.808280374381,2.87260636803027,24.6041840269515,79.4132494868159,1096.96181774835,981.266752078747,1499.50030076072
615.422833518761,3.82367318109698,22.794566626695,74.9129859366986,1060.26787016861,910.390089132357,1580.27771898995
792.794203922865,1.75142085452266,31.1269660111547,86.278871764233,1057.34776276451,703.873636731692,1156.01063829003
784.045651808235,2.29405371922976,34.4327197672555,71.5312355231481,1061.86795617842,918.782175759662,1500.06151695489
507.914465603792,1.93856632132232,30.4126047336275,86.9868807775822,1032.55066954477,814.889991967692,1506.76266189188
564.464887307463,2.13260979616702,29.8459336305912,93.8845468207546,928.115745173244,655.129443693071,1417.22324687245
713.509961711348,2.73278700914672,19.0460683174368,66.7773778298857,1038.97205649744,619.530364534586,1622.7441173996
643.257274850707,1.82088254065072,29.4453224947635,104.250868481239,1096.78118856356,734.744507089483,1404.29152334531
736.956411494672,3.02442246108086,30.1413397343976,82.9049080840759,1232.15451779174,677.867186949068,1076.22885369516
571.614767015808,4.31456767734572,28.0046233817348,74.7754850444843,1006.24857388966,778.32851588006,1746.74957792713
724.56145439597,2.74779596532818,28.2082276739742,89.4221415276327,1019.11320014726,772.961303564368,1644.18569750781
637.993108643768,4.58485999294995,25.3483690148987,64.4478350964795,941.949531888661,867.289602718681,1611.12710554237
667.551629760864,1.85090580933202,28.0966815447677,94.020955081991,1087.10449414131,760.634828317251,1723.89495705376
